Economy,ADB Country Code,Sector,Country 2018 GDP,Scenario,as % of total GDP,dollar ,Employment (in 000),as % of sector GDP,as % of sector employment,,
Cambodia,CAM,Hotel and restaurants and Other Personal Services,24542.47406,"Additional impact under Longer containment, larger demand shock",-0.23,55.48,9.00,-2.80,-3.28,,
Cambodia,CAM,"Light/Heavy Manufacturing, Utilities, and Construction",24542.47406,"Additional impact under Longer containment, larger demand shock",-0.99,244.13,54.00,-3.04,-3.72,,
Cambodia,CAM,Transport services,24542.47406,"Additional impact under Longer containment, larger demand shock",-0.16,38.43,1.00,-2.69,-2.69,,
Cambodia,CAM,_All,24542.47406,"Additional impact under Longer containment, larger demand shock",-3.27,802.92,358.00,-3.27,-3.64,,
Maldives,MLD,"Agriculture, Mining and Quarrying",5327.45715,"Additional impact under Longer containment, larger demand shock",-0.06,3.13,2.00,-2.32,-2.32,,
Maldives,MLD,"Business, Trade, Personal, and Public Services",5327.45715,"Additional impact under Longer containment, larger demand shock",-1.28,68.04,2.00,-3.88,-3.68,,
Maldives,MLD,Hotel and restaurants and Other Personal Services,5327.45715,"Additional impact under Longer containment, larger demand shock",-0.08,4.46,0.00,-0.38,-0.76,,
Maldives,MLD,"Light/Heavy Manufacturing, Utilities, and Construction",5327.45715,"Additional impact under Longer containment, larger demand shock",-1.55,82.83,1.00,-4.16,-3.89,,
Maldives,MLD,Transport services,5327.45715,"Additional impact under Longer containment, larger demand shock",-0.08,4.05,0.00,-1.53,-1.45,,
Maldives,MLD,_All,5327.45715,"Additional impact under Longer containment, larger demand shock",-3.05,162.51,5.00,-3.05,-2.87,,
Nepal,NEP,"Agriculture, Mining and Quarrying",29040.39898,"Additional impact under Longer containment, larger demand shock",-1.41,409.20,444.00,-4.59,-4.60,,
Nepal,NEP,"Business, Trade, Personal, and Public Services",29040.39898,"Additional impact under Longer containment, larger demand shock",-2.20,638.02,275.00,-5.09,-4.96,,
Nepal,NEP,Hotel and restaurants and Other Personal Services,29040.39898,"Additional impact under Longer containment, larger demand shock",-0.20,58.79,22.00,-4.28,-4.37,,
Nepal,NEP,"Light/Heavy Manufacturing, Utilities, and Construction",29040.39898,"Additional impact under Longer containment, larger demand shock",-0.74,214.80,142.00,-5.10,-4.83,,
Nepal,NEP,Transport services,29040.39898,"Additional impact under Longer containment, larger demand shock",-0.32,92.70,14.00,-4.62,-3.23,,
Nepal,NEP,_All,29040.39898,"Additional impact under Longer containment, larger demand shock",-4.87,1413.50,898.00,-4.87,-4.70,,
Singapore,SIN,"Agriculture, Mining and Quarrying",364156.6578,"Additional impact under Longer containment, larger demand shock",0.00,2.51,0.00,-2.77,-2.77,,
Singapore,SIN,"Business, Trade, Personal, and Public Services",364156.6578,"Additional impact under Longer containment, larger demand shock",-1.47,5352.90,66.00,-2.37,-2.44,,
Singapore,SIN,Hotel and restaurants and Other Personal Services,364156.6578,"Additional impact under Longer containment, larger demand shock",-0.25,904.45,20.00,-4.99,-4.85,,
Singapore,SIN,"Light/Heavy Manufacturing, Utilities, and Construction",364156.6578,"Additional impact under Longer containment, larger demand shock",-0.46,1677.67,14.00,-1.76,-2.10,,
Singapore,SIN,Transport services,364156.6578,"Additional impact under Longer containment, larger demand shock",-0.08,298.09,4.00,-1.19,-1.19,,
Singapore,SIN,_All,364156.6578,"Additional impact under Longer containment, larger demand shock",-2.26,8235.62,105.00,-2.26,-2.52,,
"Hong Kong, China",HKG,"Agriculture, Mining and Quarrying",362682.0182,"Additional impact under Longer containment, larger demand shock",0.00,8.46,0.00,-3.44,-3.44,,
"Hong Kong, China",HKG,"Business, Trade, Personal, and Public Services",362682.0182,"Additional impact under Longer containment, larger demand shock",-2.28,8251.29,77.00,-2.85,-3.21,,
"Hong Kong, China",HKG,Hotel and restaurants and Other Personal Services,362682.0182,"Additional impact under Longer containment, larger demand shock",-0.27,983.34,39.00,-3.87,-4.15,,
"Hong Kong, China",HKG,"Light/Heavy Manufacturing, Utilities, and Construction",362682.0182,"Additional impact under Longer containment, larger demand shock",-0.37,1331.62,27.00,-4.88,-4.64,,
"Hong Kong, China",HKG,Transport services,362682.0182,"Additional impact under Longer containment, larger demand shock",-0.09,324.16,5.00,-1.58,-1.57,,
"Hong Kong, China",HKG,_All,362682.0182,"Additional impact under Longer containment, larger demand shock",-3.01,10898.86,148.00,-3.01,-3.48,,
People's Republic of China,PRC,"Shorter containment, smaller demand shock",13608151.86,"Additional impact under Shorter containment, smaller demand shock",-4.62,628048.51,na,-4.62,na,,
Indonesia,INO,"Shorter containment, smaller demand shock",1042173.301,"Additional impact under Shorter containment, smaller demand shock",-0.48,4976.82,na,-0.48,na,,
India,IND,"Shorter containment, smaller demand shock",2718732.231,"Additional impact under Shorter containment, smaller demand shock",-0.24,6582.28,na,-0.24,na,,
Republic of Korea,KOR,"Shorter containment, smaller demand shock",1619423.701,"Additional impact under Shorter containment, smaller demand shock",-2.25,36386.90,na,-2.25,na,,
"Taipei,China",TAP,"Shorter containment, smaller demand shock",608186,"Additional impact under Shorter containment, smaller demand shock",-1.42,8626.39,na,-1.42,na,,
Bangladesh,BAN,"Shorter containment, smaller demand shock",274024.959,"Additional impact under Shorter containment, smaller demand shock",-0.18,491.26,na,-0.18,na,,
Malaysia,MAL,"Shorter containment, smaller demand shock",358581.9434,"Additional impact under Shorter containment, smaller demand shock",-1.11,3975.62,na,-1.11,na,,
Philippines,PHI,"Shorter containment, smaller demand shock",330910.3436,"Additional impact under Shorter containment, smaller demand shock",-0.79,2616.06,na,-0.79,na,,
Thailand,THA,"Shorter containment, smaller demand shock",504992.7577,"Additional impact under Shorter containment, smaller demand shock",-2.31,11640.81,na,-2.31,na,,
Viet Nam,VIE,"Shorter containment, smaller demand shock",245213.6864,"Additional impact under Shorter containment, smaller demand shock",-1.43,3505.01,na,-1.43,na,,
Kazakhstan,KAZ,"Shorter containment, smaller demand shock",179339.9949,"Additional impact under Shorter containment, smaller demand shock",-0.95,1712.19,na,-0.95,na,,
Mongolia,MON,"Shorter containment, smaller demand shock",13066.74914,"Additional impact under Shorter containment, smaller demand shock",-1.96,256.61,na,-1.96,na,,
Sri Lanka,SRI,"Shorter containment, smaller demand shock",88900.77086,"Additional impact under Shorter containment, smaller demand shock",-1.68,1492.79,na,-1.68,na,,
Pakistan,PAK,"Shorter containment, smaller demand shock",314588.2105,"Additional impact under Shorter containment, smaller demand shock",-0.13,414.68,na,-0.13,na,,
Fiji,FIJ,"Shorter containment, smaller demand shock",5536.759659,"Additional impact under Shorter containment, smaller demand shock",-3.69,204.50,na,-3.69,na,,
Lao People's Democratic Republic,LAO,"Shorter containment, smaller demand shock",17953.78642,"Additional impact under Shorter containment, smaller demand shock",-1.01,181.35,na,-1.01,na,,
Brunei Darussalam,BRU,"Shorter containment, smaller demand shock",13567.35118,"Additional impact under Shorter containment, smaller demand shock",-0.96,130.28,na,-0.96,na,,
Bhutan,BHU,"Shorter containment, smaller demand shock",2534.965163,"Additional impact under Shorter containment, smaller demand shock",-0.38,9.60,na,-0.38,na,,
Kyrgyz Republic,KGZ,"Shorter containment, smaller demand shock",8092.836609,"Additional impact under Shorter containment, smaller demand shock",-1.08,87.27,na,-1.08,na,,
Cambodia,CAM,"Shorter containment, smaller demand shock",24542.47406,"Additional impact under Shorter containment, smaller demand shock",-3.64,893.70,na,-3.64,na,,
Singapore,SIN,"Shorter containment, smaller demand shock",364156.6578,"Additional impact under Shorter containment, smaller demand shock",-1.30,4734.95,na,-1.30,na,,
"Hong Kong, China",HKG,"Shorter containment, smaller demand shock",362682.0182,"Additional impact under Shorter containment, smaller demand shock",-1.40,5070.80,na,-1.40,na,,
People's Republic of China,PRC,"Longer containment, larger demand shock",13608151.86,"Additional impact under Longer containment, larger demand shock",-5.08,691601.22,na,-5.08,na,,
Indonesia,INO,"Longer containment, larger demand shock",1042173.301,"Additional impact under Longer containment, larger demand shock",-0.95,9892.22,na,-0.95,na,,
India,IND,"Longer containment, larger demand shock",2718732.231,"Additional impact under Longer containment, larger demand shock",-0.50,13615.25,na,-0.50,na,,
Republic of Korea,KOR,"Longer containment, larger demand shock",1619423.701,"Additional impact under Longer containment, larger demand shock",-5.42,87701.77,na,-5.42,na,,
"Taipei,China",TAP,"Longer containment, larger demand shock",608186,"Additional impact under Longer containment, larger demand shock",-2.50,15218.12,na,-2.50,na,,
Bangladesh,BAN,"Longer containment, larger demand shock",274024.959,"Additional impact under Longer containment, larger demand shock",-0.44,1193.27,na,-0.44,na,,
Malaysia,MAL,"Longer containment, larger demand shock",358581.9434,"Additional impact under Longer containment, larger demand shock",-2.23,8011.02,na,-2.23,na,,
Philippines,PHI,"Longer containment, larger demand shock",330910.3436,"Additional impact under Longer containment, larger demand shock",-1.62,5357.61,na,-1.62,na,,
Thailand,THA,"Longer containment, larger demand shock",504992.7577,"Additional impact under Longer containment, larger demand shock",-4.64,23444.02,na,-4.64,na,,
Viet Nam,VIE,"Longer containment, larger demand shock",245213.6864,"Additional impact under Longer containment, larger demand shock",-2.92,7166.55,na,-2.92,na,,
Kazakhstan,KAZ,"Longer containment, larger demand shock",179339.9949,"Additional impact under Longer containment, larger demand shock",-1.98,3549.16,na,-1.98,na,,
Mongolia,MON,"Longer containment, larger demand shock",13066.74914,"Additional impact under Longer containment, larger demand shock",-2.73,356.22,na,-2.73,na,,
Sri Lanka,SRI,"Longer containment, larger demand shock",88900.77086,"Additional impact under Longer containment, larger demand shock",-3.45,3063.38,na,-3.45,na,,
Pakistan,PAK,"Longer containment, larger demand shock",314588.2105,"Additional impact under Longer containment, larger demand shock",-0.28,879.03,na,-0.28,na,,
Fiji,FIJ,"Longer containment, larger demand shock",5536.759659,"Additional impact under Longer containment, larger demand shock",-7.59,420.33,na,-7.59,na,,
Lao People's Democratic Republic,LAO,"Longer containment, larger demand shock",17953.78642,"Additional impact under Longer containment, larger demand shock",-2.02,362.29,na,-2.02,na,,
Brunei Darussalam,BRU,"Longer containment, larger demand shock",13567.35118,"Additional impact under Longer containment, larger demand shock",-2.09,283.93,na,-2.09,na,,
Bhutan,BHU,"Longer containment, larger demand shock",2534.965163,"Additional impact under Longer containment, larger demand shock",-0.79,19.96,na,-0.79,na,,
Kyrgyz Republic,KGZ,"Longer containment, larger demand shock",8092.836609,"Additional impact under Longer containment, larger demand shock",-2.19,176.98,na,-2.19,na,,
Cambodia,CAM,"Longer containment, larger demand shock",24542.47406,"Additional impact under Longer containment, larger demand shock",-7.43,1822.32,na,-7.43,na,,
Singapore,SIN,"Longer containment, larger demand shock",364156.6578,"Additional impact under Longer containment, larger demand shock",-2.61,9513.96,na,-2.61,na,,
"Hong Kong, China",HKG,"Longer containment, larger demand shock",362682.0182,"Additional impact under Longer containment, larger demand shock",-2.74,9930.77,na,-2.74,na,,
